Reference year,Region of usual residence (SA4),Sex,Age,Weighted median of Weekly earnings in main job (for means and medians) (%)
2021,Total,Female,45-49 years,1200.0
2021,Total,Female,50-54 years,1200.0
2021,Total,Female,55-59 years,1135.1
2021,Total,Female,60-64 years,977.1
2021,Total,Female,65-69 years,886.5
2021,Total,Female,70-74 years,852.2
2021,Total,Female,75 years and over,514.0
2022,New South Wales,Male,15-19 years,401.4
2022,New South Wales,Male,20-24 years,866.1
2022,New South Wales,Male,25-29 years,1242.7
2022,New South Wales,Male,30-34 years,1530.3
2022,New South Wales,Male,35-39 years,1947.6
2022,New South Wales,Male,40-44 years,1773.3
2022,New South Wales,Male,45-49 years,1919.5
2022,New South Wales,Male,50-54 years,1726.3
2022,New South Wales,Male,55-59 years,1594.1
2022,New South Wales,Male,60-64 years,1495.7
2022,New South Wales,Male,65-69 years,1278.7
2022,New South Wales,Male,70-74 years,1311.9
2022,New South Wales,Male,75 years and over,1051.4
2022,New South Wales,Female,15-19 years,250.0
2022,New South Wales,Female,20-24 years,843.0
2022,New South Wales,Female,25-29 years,1200.0
2022,New South Wales,Female,30-34 years,1199.3
2022,New South Wales,Female,35-39 years,1342.0
2022,New South Wales,Female,40-44 years,1300.0
2022,New South Wales,Female,45-49 years,1255.0
2022,New South Wales,Female,50-54 years,1148.7
2022,New South Wales,Female,55-59 years,1151.3
2022,New South Wales,Female,60-64 years,1000.0
2022,New South Wales,Female,65-69 years,1002.1
2022,New South Wales,Female,70-74 years,580.7
2022,New South Wales,Female,75 years and over,0.0
2022,Victoria,Male,15-19 years,238.0
2022,Victoria,Male,20-24 years,895.5
2022,Victoria,Male,25-29 years,1251.5
2022,Victoria,Male,30-34 years,1536.9
2022,Victoria,Male,35-39 years,1604.1
2022,Victoria,Male,40-44 years,1844.9
2022,Victoria,Male,45-49 years,1638.4
2022,Victoria,Male,50-54 years,1725.8
2022,Victoria,Male,55-59 years,1750.0
2022,Victoria,Male,60-64 years,1459.2
2022,Victoria,Male,65-69 years,1077.3
2022,Victoria,Male,70-74 years,754.9
2022,Victoria,Male,75 years and over,0.0
2022,Victoria,Female,15-19 years,269.1
2022,Victoria,Female,20-24 years,807.5
2022,Victoria,Female,25-29 years,1200.0
2022,Victoria,Female,30-34 years,1368.0
2022,Victoria,Female,35-39 years,1208.7
2022,Victoria,Female,40-44 years,1257.0
2022,Victoria,Female,45-49 years,1270.5
2022,Victoria,Female,50-54 years,1250.0
2022,Victoria,Female,55-59 years,1187.8
2022,Victoria,Female,60-64 years,1000.0
2022,Victoria,Female,65-69 years,894.5
2022,Victoria,Female,70-74 years,448.2
2022,Victoria,Female,75 years and over,0.0
2022,Queensland,Male,15-19 years,300.0
2022,Queensland,Male,20-24 years,982.7
2022,Queensland,Male,25-29 years,1260.7
2022,Queensland,Male,30-34 years,1552.9
2022,Queensland,Male,35-39 years,1752.4
2022,Queensland,Male,40-44 years,1549.2
2022,Queensland,Male,45-49 years,1776.8
2022,Queensland,Male,50-54 years,1800.0
2022,Queensland,Male,55-59 years,1736.6
2022,Queensland,Male,60-64 years,1356.0
2022,Queensland,Male,65-69 years,1270.3
2022,Queensland,Male,70-74 years,0.0
2022,Queensland,Male,75 years and over,0.0
2022,Queensland,Female,15-19 years,249.6
2022,Queensland,Female,20-24 years,876.8
2022,Queensland,Female,25-29 years,1200.0
2022,Queensland,Female,30-34 years,1246.8
2022,Queensland,Female,35-39 years,1194.8
2022,Queensland,Female,40-44 years,1267.6
2022,Queensland,Female,45-49 years,1421.7
2022,Queensland,Female,50-54 years,1217.5
2022,Queensland,Female,55-59 years,1151.0
2022,Queensland,Female,60-64 years,1078.3
2022,Queensland,Female,65-69 years,975.5
2022,Queensland,Female,70-74 years,0.0
2022,Queensland,Female,75 years and over,0.0
2022,South Australia,Male,15-19 years,399.7
2022,South Australia,Male,20-24 years,804.0
2022,South Australia,Male,25-29 years,1257.2
2022,South Australia,Male,30-34 years,1302.1
2022,South Australia,Male,35-39 years,1398.8
2022,South Australia,Male,40-44 years,1512.9
2022,South Australia,Male,45-49 years,1627.0
2022,South Australia,Male,50-54 years,1688.3
2022,South Australia,Male,55-59 years,1496.3
2022,South Australia,Male,60-64 years,1263.5
2022,South Australia,Male,65-69 years,1084.1
2022,South Australia,Male,70-74 years,0.0
2022,South Australia,Male,75 years and over,0.0
2022,South Australia,Female,15-19 years,189.5
2022,South Australia,Female,20-24 years,810.1
2022,South Australia,Female,25-29 years,1007.5
2022,South Australia,Female,30-34 years,1100.0
2022,South Australia,Female,35-39 years,1143.3
2022,South Australia,Female,40-44 years,1096.4
2022,South Australia,Female,45-49 years,1150.0
2022,South Australia,Female,50-54 years,1068.7
2022,South Australia,Female,55-59 years,1045.2
2022,South Australia,Female,60-64 years,1041.5
2022,South Australia,Female,65-69 years,876.9
2022,South Australia,Female,70-74 years,0.0
2022,South Australia,Female,75 years and over,0.0
2022,Western Australia,Male,15-19 years,276.1
2022,Western Australia,Male,20-24 years,993.9
2022,Western Australia,Male,25-29 years,1400.0
2022,Western Australia,Male,30-34 years,1842.4
2022,Western Australia,Male,35-39 years,2000.0
2022,Western Australia,Male,40-44 years,2005.0
2022,Western Australia,Male,45-49 years,2109.8
2022,Western Australia,Male,50-54 years,1995.5
2022,Western Australia,Male,55-59 years,2000.0
2022,Western Australia,Male,60-64 years,1804.3
2022,Western Australia,Male,65-69 years,1135.5
2022,Western Australia,Male,70-74 years,0.0
2022,Western Australia,Male,75 years and over,0.0
2022,Western Australia,Female,15-19 years,250.0
2022,Western Australia,Female,20-24 years,799.0
2022,Western Australia,Female,25-29 years,1169.5
2022,Western Australia,Female,30-34 years,1250.3
2022,Western Australia,Female,35-39 years,1200.0
2022,Western Australia,Female,40-44 years,1150.0
2022,Western Australia,Female,45-49 years,1236.2
2022,Western Australia,Female,50-54 years,1160.5
2022,Western Australia,Female,55-59 years,1246.0
2022,Western Australia,Female,60-64 years,956.9
2022,Western Australia,Female,65-69 years,862.9
2022,Western Australia,Female,70-74 years,0.0
2022,Western Australia,Female,75 years and over,0.0
2022,Tasmania,Male,15-19 years,436.1
2022,Tasmania,Male,20-24 years,857.7
2022,Tasmania,Male,25-29 years,1200.0
2022,Tasmania,Male,30-34 years,1166.4
2022,Tasmania,Male,35-39 years,1398.6
2022,Tasmania,Male,40-44 years,1710.5
2022,Tasmania,Male,45-49 years,1500.0
2022,Tasmania,Male,50-54 years,1495.3
2022,Tasmania,Male,55-59 years,1500.0
2022,Tasmania,Male,60-64 years,1022.5
2022,Tasmania,Male,65-69 years,1001.3
2022,Tasmania,Male,70-74 years,0.0
2022,Tasmania,Male,75 years and over,0.0
2022,Tasmania,Female,15-19 years,250.0
2022,Tasmania,Female,20-24 years,742.8
2022,Tasmania,Female,25-29 years,988.1
2022,Tasmania,Female,30-34 years,1027.0
2022,Tasmania,Female,35-39 years,913.9
2022,Tasmania,Female,40-44 years,1051.7
2022,Tasmania,Female,45-49 years,1247.3
2022,Tasmania,Female,50-54 years,1125.8
2022,Tasmania,Female,55-59 years,1000.0
2022,Tasmania,Female,60-64 years,800.8
2022,Tasmania,Female,65-69 years,907.4
2022,Tasmania,Female,70-74 years,0.0
2022,Tasmania,Female,75 years and over,0.0
2022,Northern Territory,Male,15-19 years,191.2
2022,Northern Territory,Male,20-24 years,1277.9
2022,Northern Territory,Male,25-29 years,1300.0
2022,Northern Territory,Male,30-34 years,1289.2
2022,Northern Territory,Male,35-39 years,1813.6
2022,Northern Territory,Male,40-44 years,2000.0
2022,Northern Territory,Male,45-49 years,1633.1
2022,Northern Territory,Male,50-54 years,2028.7
2022,Northern Territory,Male,55-59 years,1973.0
2022,Northern Territory,Male,60-64 years,1516.2
2022,Northern Territory,Male,65-69 years,0.0
2022,Northern Territory,Male,70-74 years,0.0
2022,Northern Territory,Male,75 years and over,0.0
2022,Northern Territory,Female,15-19 years,385.2
2022,Northern Territory,Female,20-24 years,1010.5
2022,Northern Territory,Female,25-29 years,1001.6
2022,Northern Territory,Female,30-34 years,1416.6
2022,Northern Territory,Female,35-39 years,1108.9
2022,Northern Territory,Female,40-44 years,1332.9
2022,Northern Territory,Female,45-49 years,1551.7
2022,Northern Territory,Female,50-54 years,1374.8
2022,Northern Territory,Female,55-59 years,1469.1
2022,Northern Territory,Female,60-64 years,1960.2
2022,Northern Territory,Female,65-69 years,0.0
2022,Northern Territory,Female,70-74 years,0.0
2022,Northern Territory,Female,75 years and over,0.0
2022,Australian Capital Territory,Male,15-19 years,398.8
2022,Australian Capital Territory,Male,20-24 years,620.5
2022,Australian Capital Territory,Male,25-29 years,1295.4
2022,Australian Capital Territory,Male,30-34 years,1635.5
2022,Australian Capital Territory,Male,35-39 years,1878.1
2022,Australian Capital Territory,Male,40-44 years,2119.0
2022,Australian Capital Territory,Male,45-49 years,1946.8
2022,Australian Capital Territory,Male,50-54 years,2157.2
2022,Australian Capital Territory,Male,55-59 years,2419.1
2022,Australian Capital Territory,Male,60-64 years,3671.0
2022,Australian Capital Territory,Male,65-69 years,0.0
2022,Australian Capital Territory,Male,70-74 years,0.0
2022,Australian Capital Territory,Male,75 years and over,0.0
2022,Australian Capital Territory,Female,15-19 years,0.0
2022,Australian Capital Territory,Female,20-24 years,956.3
2022,Australian Capital Territory,Female,25-29 years,1163.0
2022,Australian Capital Territory,Female,30-34 years,1277.3
2022,Australian Capital Territory,Female,35-39 years,1600.0
2022,Australian Capital Territory,Female,40-44 years,1835.2
2022,Australian Capital Territory,Female,45-49 years,1886.9
2022,Australian Capital Territory,Female,50-54 years,2160.7
2022,Australian Capital Territory,Female,55-59 years,1838.6
2022,Australian Capital Territory,Female,60-64 years,984.6
2022,Australian Capital Territory,Female,65-69 years,0.0
2022,Australian Capital Territory,Female,70-74 years,0.0
2022,Australian Capital Territory,Female,75 years and over,0.0
2022,Total,Male,15-19 years,312.0
2022,Total,Male,20-24 years,900.0
2022,Total,Male,25-29 years,1250.0
2022,Total,Male,30-34 years,1534.0
2022,Total,Male,35-39 years,1735.4
2022,Total,Male,40-44 years,1750.0
2022,Total,Male,45-49 years,1821.0
2022,Total,Male,50-54 years,1800.0
2022,Total,Male,55-59 years,1736.1
2022,Total,Male,60-64 years,1474.3
2022,Total,Male,65-69 years,1250.0
2022,Total,Male,70-74 years,1131.9
2022,Total,Male,75 years and over,1000.0
2022,Total,Female,15-19 years,249.6
2022,Total,Female,20-24 years,835.3
2022,Total,Female,25-29 years,1150.0
2022,Total,Female,30-34 years,1239.7
2022,Total,Female,35-39 years,1236.6
2022,Total,Female,40-44 years,1250.0
2022,Total,Female,45-49 years,1268.0
2022,Total,Female,50-54 years,1200.0
2022,Total,Female,55-59 years,1162.7
2022,Total,Female,60-64 years,1000.0
2022,Total,Female,65-69 years,851.1
2022,Total,Female,70-74 years,599.5
2022,Total,Female,75 years and over,686.5
2023,New South Wales,Male,15-19 years,310.3
2023,New South Wales,Male,20-24 years,949.4
2023,New South Wales,Male,25-29 years,1390.5
2023,New South Wales,Male,30-34 years,1706.0
2023,New South Wales,Male,35-39 years,1900.7
2023,New South Wales,Male,40-44 years,1950.0
2023,New South Wales,Male,45-49 years,1801.0
2023,New South Wales,Male,50-54 years,1800.0
2023,New South Wales,Male,55-59 years,1709.2
2023,New South Wales,Male,60-64 years,1500.0
2023,New South Wales,Male,65-69 years,1237.6
2023,New South Wales,Male,70-74 years,1350.4
2023,New South Wales,Male,75 years and over,0.0
2023,New South Wales,Female,15-19 years,240.4
2023,New South Wales,Female,20-24 years,900.0
2023,New South Wales,Female,25-29 years,1249.8
2023,New South Wales,Female,30-34 years,1386.1
2023,New South Wales,Female,35-39 years,1350.5
2023,New South Wales,Female,40-44 years,1354.8
2023,New South Wales,Female,45-49 years,1500.0
2023,New South Wales,Female,50-54 years,1350.2
2023,New South Wales,Female,55-59 years,1256.0
2023,New South Wales,Female,60-64 years,1130.6
2023,New South Wales,Female,65-69 years,959.9
2023,New South Wales,Female,70-74 years,1085.6
2023,New South Wales,Female,75 years and over,0.0
2023,Victoria,Male,15-19 years,264.5
2023,Victoria,Male,20-24 years,838.6
2023,Victoria,Male,25-29 years,1304.9
2023,Victoria,Male,30-34 years,1655.8
2023,Victoria,Male,35-39 years,1960.7
2023,Victoria,Male,40-44 years,1800.0
2023,Victoria,Male,45-49 years,1847.7
2023,Victoria,Male,50-54 years,1789.5
2023,Victoria,Male,55-59 years,1749.1
2023,Victoria,Male,60-64 years,1430.8
2023,Victoria,Male,65-69 years,1257.3
2023,Victoria,Male,70-74 years,368.9
2023,Victoria,Male,75 years and over,0.0
2023,Victoria,Female,15-19 years,188.7
2023,Victoria,Female,20-24 years,741.8
2023,Victoria,Female,25-29 years,1150.0
2023,Victoria,Female,30-34 years,1334.5
2023,Victoria,Female,35-39 years,1320.8
2023,Victoria,Female,40-44 years,1272.2
2023,Victoria,Female,45-49 years,1300.0
2023,Victoria,Female,50-54 years,1248.0
2023,Victoria,Female,55-59 years,1280.7
2023,Victoria,Female,60-64 years,1057.7
2023,Victoria,Female,65-69 years,917.9
2023,Victoria,Female,70-74 years,809.1
2023,Victoria,Female,75 years and over,0.0
2023,Queensland,Male,15-19 years,347.9
2023,Queensland,Male,20-24 years,1050.0
2023,Queensland,Male,25-29 years,1300.0
2023,Queensland,Male,30-34 years,1668.7
2023,Queensland,Male,35-39 years,1803.7
2023,Queensland,Male,40-44 years,1761.6
2023,Queensland,Male,45-49 years,2000.0
2023,Queensland,Male,50-54 years,1750.0
2023,Queensland,Male,55-59 years,1766.6
2023,Queensland,Male,60-64 years,1583.1
2023,Queensland,Male,65-69 years,1481.0
2023,Queensland,Male,70-74 years,0.0
2023,Queensland,Male,75 years and over,0.0
2023,Queensland,Female,15-19 years,235.2
2023,Queensland,Female,20-24 years,900.0
2023,Queensland,Female,25-29 years,1085.0
2023,Queensland,Female,30-34 years,1250.0
2023,Queensland,Female,35-39 years,1263.7
2023,Queensland,Female,40-44 years,1250.3
2023,Queensland,Female,45-49 years,1348.3
2023,Queensland,Female,50-54 years,1300.0
2023,Queensland,Female,55-59 years,1250.0
2023,Queensland,Female,60-64 years,1200.0
2023,Queensland,Female,65-69 years,700.0
2023,Queensland,Female,70-74 years,0.0
2023,Queensland,Female,75 years and over,0.0
2023,South Australia,Male,15-19 years,481.4
2023,South Australia,Male,20-24 years,1000.0
2023,South Australia,Male,25-29 years,1120.2
2023,South Australia,Male,30-34 years,1564.3
2023,South Australia,Male,35-39 years,1610.0
2023,South Australia,Male,40-44 years,1648.3
2023,South Australia,Male,45-49 years,1600.0
2023,South Australia,Male,50-54 years,1534.0
2023,South Australia,Male,55-59 years,1506.6
2023,South Australia,Male,60-64 years,1296.4
2023,South Australia,Male,65-69 years,1007.1
2023,South Australia,Male,70-74 years,0.0
2023,South Australia,Male,75 years and over,0.0
2023,South Australia,Female,15-19 years,279.2
2023,South Australia,Female,20-24 years,900.0
2023,South Australia,Female,25-29 years,1259.7
2023,South Australia,Female,30-34 years,1116.7
2023,South Australia,Female,35-39 years,1250.0
2023,South Australia,Female,40-44 years,1187.0
2023,South Australia,Female,45-49 years,1200.0
2023,South Australia,Female,50-54 years,1349.5
2023,South Australia,Female,55-59 years,1118.5
2023,South Australia,Female,60-64 years,1000.0
2023,South Australia,Female,65-69 years,752.7
2023,South Australia,Female,70-74 years,0.0
2023,South Australia,Female,75 years and over,0.0
2023,Western Australia,Male,15-19 years,325.1
2023,Western Australia,Male,20-24 years,1100.0
2023,Western Australia,Male,25-29 years,1426.9
2023,Western Australia,Male,30-34 years,1743.8
2023,Western Australia,Male,35-39 years,1899.7
2023,Western Australia,Male,40-44 years,2301.0
2023,Western Australia,Male,45-49 years,2174.4
2023,Western Australia,Male,50-54 years,2380.0
2023,Western Australia,Male,55-59 years,1992.9
2023,Western Australia,Male,60-64 years,1607.0
2023,Western Australia,Male,65-69 years,1349.9
2023,Western Australia,Male,70-74 years,1212.2
2023,Western Australia,Male,75 years and over,0.0
2023,Western Australia,Female,15-19 years,280.0
2023,Western Australia,Female,20-24 years,800.0
2023,Western Australia,Female,25-29 years,1250.0
2023,Western Australia,Female,30-34 years,1276.9
2023,Western Australia,Female,35-39 years,1200.0
2023,Western Australia,Female,40-44 years,1200.0
2023,Western Australia,Female,45-49 years,1353.3
2023,Western Australia,Female,50-54 years,1333.5
2023,Western Australia,Female,55-59 years,1158.4
2023,Western Australia,Female,60-64 years,1138.6
2023,Western Australia,Female,65-69 years,699.6
2023,Western Australia,Female,70-74 years,0.0
2023,Western Australia,Female,75 years and over,0.0
2023,Tasmania,Male,15-19 years,444.0
2023,Tasmania,Male,20-24 years,1039.3
2023,Tasmania,Male,25-29 years,1100.0
2023,Tasmania,Male,30-34 years,1587.2
2023,Tasmania,Male,35-39 years,1612.5
2023,Tasmania,Male,40-44 years,1405.1
2023,Tasmania,Male,45-49 years,1749.8
2023,Tasmania,Male,50-54 years,1497.8
2023,Tasmania,Male,55-59 years,1815.6
2023,Tasmania,Male,60-64 years,1246.1
2023,Tasmania,Male,65-69 years,1107.9
2023,Tasmania,Male,70-74 years,0.0
2023,Tasmania,Male,75 years and over,0.0
2023,Tasmania,Female,15-19 years,221.8
2023,Tasmania,Female,20-24 years,961.9
2023,Tasmania,Female,25-29 years,1049.4
2023,Tasmania,Female,30-34 years,1141.1
2023,Tasmania,Female,35-39 years,1300.0
2023,Tasmania,Female,40-44 years,1233.9
2023,Tasmania,Female,45-49 years,1172.0
2023,Tasmania,Female,50-54 years,1249.1
2023,Tasmania,Female,55-59 years,1238.3
2023,Tasmania,Female,60-64 years,828.4
2023,Tasmania,Female,65-69 years,1049.4
2023,Tasmania,Female,70-74 years,0.0
2023,Tasmania,Female,75 years and over,0.0
2023,Northern Territory,Male,15-19 years,299.7
2023,Northern Territory,Male,20-24 years,899.9
2023,Northern Territory,Male,25-29 years,1300.0
2023,Northern Territory,Male,30-34 years,1500.0
2023,Northern Territory,Male,35-39 years,1750.0
2023,Northern Territory,Male,40-44 years,2078.0
2023,Northern Territory,Male,45-49 years,1848.1
2023,Northern Territory,Male,50-54 years,1823.1
2023,Northern Territory,Male,55-59 years,1800.0
2023,Northern Territory,Male,60-64 years,1803.1
2023,Northern Territory,Male,65-69 years,0.0
2023,Northern Territory,Male,70-74 years,0.0
2023,Northern Territory,Male,75 years and over,0.0
2023,Northern Territory,Female,15-19 years,216.2
2023,Northern Territory,Female,20-24 years,966.6
2023,Northern Territory,Female,25-29 years,1194.8
2023,Northern Territory,Female,30-34 years,1212.0
2023,Northern Territory,Female,35-39 years,1201.8
2023,Northern Territory,Female,40-44 years,1486.1
2023,Northern Territory,Female,45-49 years,1530.8
2023,Northern Territory,Female,50-54 years,1384.2
2023,Northern Territory,Female,55-59 years,1519.1
2023,Northern Territory,Female,60-64 years,1340.3
2023,Northern Territory,Female,65-69 years,0.0
2023,Northern Territory,Female,70-74 years,0.0
2023,Northern Territory,Female,75 years and over,0.0
2023,Australian Capital Territory,Male,15-19 years,289.6
2023,Australian Capital Territory,Male,20-24 years,750.2
2023,Australian Capital Territory,Male,25-29 years,1458.5
2023,Australian Capital Territory,Male,30-34 years,1543.5
2023,Australian Capital Territory,Male,35-39 years,2138.8
2023,Australian Capital Territory,Male,40-44 years,1969.6
2023,Australian Capital Territory,Male,45-49 years,1838.9
2023,Australian Capital Territory,Male,50-54 years,2409.2
2023,Australian Capital Territory,Male,55-59 years,1935.6
2023,Australian Capital Territory,Male,60-64 years,1378.7
2023,Australian Capital Territory,Male,65-69 years,0.0
2023,Australian Capital Territory,Male,70-74 years,0.0
2023,Australian Capital Territory,Male,75 years and over,0.0
2023,Australian Capital Territory,Female,15-19 years,138.8
2023,Australian Capital Territory,Female,20-24 years,1174.5
2023,Australian Capital Territory,Female,25-29 years,1500.0
2023,Australian Capital Territory,Female,30-34 years,1598.7
2023,Australian Capital Territory,Female,35-39 years,1992.0
2023,Australian Capital Territory,Female,40-44 years,1797.9
2023,Australian Capital Territory,Female,45-49 years,1985.2
2023,Australian Capital Territory,Female,50-54 years,1435.4
2023,Australian Capital Territory,Female,55-59 years,1944.7
2023,Australian Capital Territory,Female,60-64 years,1511.2
2023,Australian Capital Territory,Female,65-69 years,0.0
2023,Australian Capital Territory,Female,70-74 years,0.0
2023,Australian Capital Territory,Female,75 years and over,0.0
2023,Total,Male,15-19 years,326.0
2023,Total,Male,20-24 years,959.7
2023,Total,Male,25-29 years,1348.9
2023,Total,Male,30-34 years,1686.4
2023,Total,Male,35-39 years,1891.5
2023,Total,Male,40-44 years,1900.0
2023,Total,Male,45-49 years,1849.6
2023,Total,Male,50-54 years,1828.1
2023,Total,Male,55-59 years,1780.4
2023,Total,Male,60-64 years,1515.6
2023,Total,Male,65-69 years,1250.0
2023,Total,Male,70-74 years,1080.0
2023,Total,Male,75 years and over,1000.0
2023,Total,Female,15-19 years,230.0
2023,Total,Female,20-24 years,850.0
2023,Total,Female,25-29 years,1161.2
2023,Total,Female,30-34 years,1303.0
2023,Total,Female,35-39 years,1300.0
2023,Total,Female,40-44 years,1250.0
2023,Total,Female,45-49 years,1399.9
2023,Total,Female,50-54 years,1300.0
2023,Total,Female,55-59 years,1250.0
2023,Total,Female,60-64 years,1128.1
2023,Total,Female,65-69 years,920.0
2023,Total,Female,70-74 years,800.0
2023,Total,Female,75 years and over,351.0
