Year,State,Sex,Industry,Median_Weekly
2021,Tasmania,Male,Education and Training,1401.8
2021,Tasmania,Male,Health Care and Social Assistance,899.8
2021,Tasmania,Male,Arts and Recreation Services,917.7
2021,Tasmania,Male,Other Services,1145.3
2021,Tasmania,Female,"Agriculture, Forestry and Fishing",0
2021,Tasmania,Female,Mining,0
2021,Tasmania,Female,Manufacturing,999.8
2021,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
2021,Tasmania,Female,Construction,973.1
2021,Tasmania,Female,Wholesale Trade,0
2021,Tasmania,Female,Retail Trade,584.8
2021,Tasmania,Female,Accommodation and Food Services,492
2021,Tasmania,Female,"Transport, Postal and Warehousing",0
2021,Tasmania,Female,Information Media and Telecommunications,0
2021,Tasmania,Female,Financial and Insurance Services,1218.2
2021,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
2021,Tasmania,Female,"Professional, Scientific and Technical Services",1108.8
2021,Tasmania,Female,Administrative and Support Services,0
2021,Tasmania,Female,Public Administration and Safety,1250
2021,Tasmania,Female,Education and Training,1031.5
2021,Tasmania,Female,Health Care and Social Assistance,1000
2021,Tasmania,Female,Arts and Recreation Services,0
2021,Tasmania,Female,Other Services,503.7
2021,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
2021,Northern Territory,Male,Mining,2036.3
2021,Northern Territory,Male,Manufacturing,1381.2
2021,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",1823.9
2021,Northern Territory,Male,Construction,1522.4
2021,Northern Territory,Male,Wholesale Trade,0
2021,Northern Territory,Male,Retail Trade,930.2
2021,Northern Territory,Male,Accommodation and Food Services,793.7
2021,Northern Territory,Male,"Transport, Postal and Warehousing",1862.3
2021,Northern Territory,Male,Information Media and Telecommunications,0
2021,Northern Territory,Male,Financial and Insurance Services,0
2021,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
2021,Northern Territory,Male,"Professional, Scientific and Technical Services",1917
2021,Northern Territory,Male,Administrative and Support Services,0
2021,Northern Territory,Male,Public Administration and Safety,1750.5
2021,Northern Territory,Male,Education and Training,1924.6
2021,Northern Territory,Male,Health Care and Social Assistance,1783.6
2021,Northern Territory,Male,Arts and Recreation Services,0
2021,Northern Territory,Male,Other Services,1592.3
2021,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
2021,Northern Territory,Female,Mining,0
2021,Northern Territory,Female,Manufacturing,0
2021,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
2021,Northern Territory,Female,Construction,0
2021,Northern Territory,Female,Wholesale Trade,0
2021,Northern Territory,Female,Retail Trade,700.3
2021,Northern Territory,Female,Accommodation and Food Services,741.3
2021,Northern Territory,Female,"Transport, Postal and Warehousing",0
2021,Northern Territory,Female,Information Media and Telecommunications,0
2021,Northern Territory,Female,Financial and Insurance Services,0
2021,Northern Territory,Female,"Rental, Hiring and Real Estate Services",0
2021,Northern Territory,Female,"Professional, Scientific and Technical Services",1224.7
2021,Northern Territory,Female,Administrative and Support Services,0
2021,Northern Territory,Female,Public Administration and Safety,1716.1
2021,Northern Territory,Female,Education and Training,1198.1
2021,Northern Territory,Female,Health Care and Social Assistance,1556.6
2021,Northern Territory,Female,Arts and Recreation Services,0
2021,Northern Territory,Female,Other Services,754.7
2021,Australian Capital Territory,Male,"Agriculture, Forestry and Fishing",0
2021,Australian Capital Territory,Male,Mining,0
2021,Australian Capital Territory,Male,Manufacturing,0
2021,Australian Capital Territory,Male,"Electricity, Gas, Water and Waste Services",0
2021,Australian Capital Territory,Male,Construction,1580
2021,Australian Capital Territory,Male,Wholesale Trade,0
2021,Australian Capital Territory,Male,Retail Trade,847.3
2021,Australian Capital Territory,Male,Accommodation and Food Services,646.6
2021,Australian Capital Territory,Male,"Transport, Postal and Warehousing",0
2021,Australian Capital Territory,Male,Information Media and Telecommunications,0
2021,Australian Capital Territory,Male,Financial and Insurance Services,0
2021,Australian Capital Territory,Male,"Rental, Hiring and Real Estate Services",0
2021,Australian Capital Territory,Male,"Professional, Scientific and Technical Services",2297.3
2021,Australian Capital Territory,Male,Administrative and Support Services,0
2021,Australian Capital Territory,Male,Public Administration and Safety,2093.8
2021,Australian Capital Territory,Male,Education and Training,1838.7
2021,Australian Capital Territory,Male,Health Care and Social Assistance,1344.9
2021,Australian Capital Territory,Male,Arts and Recreation Services,0
2021,Australian Capital Territory,Male,Other Services,0
2021,Australian Capital Territory,Female,"Agriculture, Forestry and Fishing",0
2021,Australian Capital Territory,Female,Mining,0
2021,Australian Capital Territory,Female,Manufacturing,0
2021,Australian Capital Territory,Female,"Electricity, Gas, Water and Waste Services",0
2021,Australian Capital Territory,Female,Construction,0
2021,Australian Capital Territory,Female,Wholesale Trade,0
2021,Australian Capital Territory,Female,Retail Trade,700
2021,Australian Capital Territory,Female,Accommodation and Food Services,649.4
2021,Australian Capital Territory,Female,"Transport, Postal and Warehousing",0
2021,Australian Capital Territory,Female,Information Media and Telecommunications,0
2021,Australian Capital Territory,Female,Financial and Insurance Services,0
2021,Australian Capital Territory,Female,"Rental, Hiring and Real Estate Services",0
2021,Australian Capital Territory,Female,"Professional, Scientific and Technical Services",1459
2021,Australian Capital Territory,Female,Administrative and Support Services,0
2021,Australian Capital Territory,Female,Public Administration and Safety,1799.4
2021,Australian Capital Territory,Female,Education and Training,1401.3
2021,Australian Capital Territory,Female,Health Care and Social Assistance,1192
2021,Australian Capital Territory,Female,Arts and Recreation Services,0
2021,Australian Capital Territory,Female,Other Services,0
2021,Total,Male,"Agriculture, Forestry and Fishing",1159.9
2021,Total,Male,Mining,2476.4
2021,Total,Male,Manufacturing,1400
2021,Total,Male,"Electricity, Gas, Water and Waste Services",1740.1
2021,Total,Male,Construction,1370.9
2021,Total,Male,Wholesale Trade,1399.1
2021,Total,Male,Retail Trade,941.3
2021,Total,Male,Accommodation and Food Services,600
2021,Total,Male,"Transport, Postal and Warehousing",1290.5
2021,Total,Male,Information Media and Telecommunications,1593.9
2021,Total,Male,Financial and Insurance Services,2071.1
2021,Total,Male,"Rental, Hiring and Real Estate Services",1600
2021,Total,Male,"Professional, Scientific and Technical Services",1841
2021,Total,Male,Administrative and Support Services,1153.3
2021,Total,Male,Public Administration and Safety,1750
2021,Total,Male,Education and Training,1500
2021,Total,Male,Health Care and Social Assistance,1300
2021,Total,Male,Arts and Recreation Services,1054
2021,Total,Male,Other Services,1174.5
2021,Total,Female,"Agriculture, Forestry and Fishing",969.8
2021,Total,Female,Mining,1734.8
2021,Total,Female,Manufacturing,1000
2021,Total,Female,"Electricity, Gas, Water and Waste Services",1605
2021,Total,Female,Construction,1097.3
2021,Total,Female,Wholesale Trade,1054.5
2021,Total,Female,Retail Trade,650
2021,Total,Female,Accommodation and Food Services,465.5
2021,Total,Female,"Transport, Postal and Warehousing",1100
2021,Total,Female,Information Media and Telecommunications,1250
2021,Total,Female,Financial and Insurance Services,1379.8
2021,Total,Female,"Rental, Hiring and Real Estate Services",1258.7
2021,Total,Female,"Professional, Scientific and Technical Services",1250
2021,Total,Female,Administrative and Support Services,998
2021,Total,Female,Public Administration and Safety,1495.9
2021,Total,Female,Education and Training,1177.6
2021,Total,Female,Health Care and Social Assistance,1018
2021,Total,Female,Arts and Recreation Services,800.4
2021,Total,Female,Other Services,800
2022,New South Wales,Male,"Agriculture, Forestry and Fishing",1020.8
2022,New South Wales,Male,Mining,2058.2
2022,New South Wales,Male,Manufacturing,1397.1
2022,New South Wales,Male,"Electricity, Gas, Water and Waste Services",1773.6
2022,New South Wales,Male,Construction,1400.6
2022,New South Wales,Male,Wholesale Trade,1584
2022,New South Wales,Male,Retail Trade,1000
2022,New South Wales,Male,Accommodation and Food Services,735.8
2022,New South Wales,Male,"Transport, Postal and Warehousing",1368
2022,New South Wales,Male,Information Media and Telecommunications,1977.3
2022,New South Wales,Male,Financial and Insurance Services,2126.9
2022,New South Wales,Male,"Rental, Hiring and Real Estate Services",1277.5
2022,New South Wales,Male,"Professional, Scientific and Technical Services",2084.8
2022,New South Wales,Male,Administrative and Support Services,1342.8
2022,New South Wales,Male,Public Administration and Safety,1666.2
2022,New South Wales,Male,Education and Training,1550
2022,New South Wales,Male,Health Care and Social Assistance,1342
2022,New South Wales,Male,Arts and Recreation Services,1200
2022,New South Wales,Male,Other Services,1352.7
2022,New South Wales,Female,"Agriculture, Forestry and Fishing",0
2022,New South Wales,Female,Mining,0
2022,New South Wales,Female,Manufacturing,967.1
2022,New South Wales,Female,"Electricity, Gas, Water and Waste Services",0
2022,New South Wales,Female,Construction,1079.9
2022,New South Wales,Female,Wholesale Trade,1041.4
2022,New South Wales,Female,Retail Trade,750
2022,New South Wales,Female,Accommodation and Food Services,553.2
2022,New South Wales,Female,"Transport, Postal and Warehousing",1069.3
2022,New South Wales,Female,Information Media and Telecommunications,1731.7
2022,New South Wales,Female,Financial and Insurance Services,1743.8
2022,New South Wales,Female,"Rental, Hiring and Real Estate Services",1129.1
2022,New South Wales,Female,"Professional, Scientific and Technical Services",1439
2022,New South Wales,Female,Administrative and Support Services,1097.5
2022,New South Wales,Female,Public Administration and Safety,1457.4
2022,New South Wales,Female,Education and Training,1250
2022,New South Wales,Female,Health Care and Social Assistance,1083.7
2022,New South Wales,Female,Arts and Recreation Services,913.1
2022,New South Wales,Female,Other Services,808.4
2022,Victoria,Male,"Agriculture, Forestry and Fishing",1342.6
2022,Victoria,Male,Mining,0
2022,Victoria,Male,Manufacturing,1350
2022,Victoria,Male,"Electricity, Gas, Water and Waste Services",2287.9
2022,Victoria,Male,Construction,1400
2022,Victoria,Male,Wholesale Trade,1478
2022,Victoria,Male,Retail Trade,950
2022,Victoria,Male,Accommodation and Food Services,768.7
2022,Victoria,Male,"Transport, Postal and Warehousing",1436
2022,Victoria,Male,Information Media and Telecommunications,1414.1
2022,Victoria,Male,Financial and Insurance Services,1977.2
2022,Victoria,Male,"Rental, Hiring and Real Estate Services",1331
2022,Victoria,Male,"Professional, Scientific and Technical Services",2000
2022,Victoria,Male,Administrative and Support Services,1246.6
2022,Victoria,Male,Public Administration and Safety,1800
2022,Victoria,Male,Education and Training,1449.5
2022,Victoria,Male,Health Care and Social Assistance,1463.9
2022,Victoria,Male,Arts and Recreation Services,1093.2
2022,Victoria,Male,Other Services,1266.9
2022,Victoria,Female,"Agriculture, Forestry and Fishing",0
2022,Victoria,Female,Mining,0
2022,Victoria,Female,Manufacturing,1100
2022,Victoria,Female,"Electricity, Gas, Water and Waste Services",0
2022,Victoria,Female,Construction,1254.2
2022,Victoria,Female,Wholesale Trade,1150
2022,Victoria,Female,Retail Trade,761.9
2022,Victoria,Female,Accommodation and Food Services,462.6
2022,Victoria,Female,"Transport, Postal and Warehousing",1304.1
2022,Victoria,Female,Information Media and Telecommunications,1355.6
2022,Victoria,Female,Financial and Insurance Services,1536.5
2022,Victoria,Female,"Rental, Hiring and Real Estate Services",1083.2
2022,Victoria,Female,"Professional, Scientific and Technical Services",1494
2022,Victoria,Female,Administrative and Support Services,987.9
2022,Victoria,Female,Public Administration and Safety,1501.9
2022,Victoria,Female,Education and Training,1300
2022,Victoria,Female,Health Care and Social Assistance,1056
2022,Victoria,Female,Arts and Recreation Services,1140.8
2022,Victoria,Female,Other Services,905
2022,Queensland,Male,"Agriculture, Forestry and Fishing",1209.5
2022,Queensland,Male,Mining,2637
2022,Queensland,Male,Manufacturing,1416.1
2022,Queensland,Male,"Electricity, Gas, Water and Waste Services",2483
2022,Queensland,Male,Construction,1500
2022,Queensland,Male,Wholesale Trade,1295.6
2022,Queensland,Male,Retail Trade,950
2022,Queensland,Male,Accommodation and Food Services,651.3
2022,Queensland,Male,"Transport, Postal and Warehousing",1498
2022,Queensland,Male,Information Media and Telecommunications,0
2022,Queensland,Male,Financial and Insurance Services,1975.5
2022,Queensland,Male,"Rental, Hiring and Real Estate Services",1167.2
2022,Queensland,Male,"Professional, Scientific and Technical Services",2000
2022,Queensland,Male,Administrative and Support Services,1168.5
2022,Queensland,Male,Public Administration and Safety,1650
2022,Queensland,Male,Education and Training,1509.3
2022,Queensland,Male,Health Care and Social Assistance,1500
2022,Queensland,Male,Arts and Recreation Services,1100
2022,Queensland,Male,Other Services,1504.4
2022,Queensland,Female,"Agriculture, Forestry and Fishing",0
2022,Queensland,Female,Mining,0
2022,Queensland,Female,Manufacturing,1287.4
2022,Queensland,Female,"Electricity, Gas, Water and Waste Services",0
2022,Queensland,Female,Construction,1345.7
2022,Queensland,Female,Wholesale Trade,1121.8
2022,Queensland,Female,Retail Trade,703.6
2022,Queensland,Female,Accommodation and Food Services,630.4
2022,Queensland,Female,"Transport, Postal and Warehousing",1401.2
2022,Queensland,Female,Information Media and Telecommunications,0
2022,Queensland,Female,Financial and Insurance Services,1401.5
2022,Queensland,Female,"Rental, Hiring and Real Estate Services",1411.1
2022,Queensland,Female,"Professional, Scientific and Technical Services",1281.8
2022,Queensland,Female,Administrative and Support Services,1056.3
2022,Queensland,Female,Public Administration and Safety,1628.8
2022,Queensland,Female,Education and Training,1150
2022,Queensland,Female,Health Care and Social Assistance,1150
2022,Queensland,Female,Arts and Recreation Services,1159.6
2022,Queensland,Female,Other Services,849.5
2022,South Australia,Male,"Agriculture, Forestry and Fishing",1242.5
2022,South Australia,Male,Mining,3642
2022,South Australia,Male,Manufacturing,1330.7
2022,South Australia,Male,"Electricity, Gas, Water and Waste Services",1701.2
2022,South Australia,Male,Construction,1300
2022,South Australia,Male,Wholesale Trade,1405.3
2022,South Australia,Male,Retail Trade,918.5
2022,South Australia,Male,Accommodation and Food Services,584.7
2022,South Australia,Male,"Transport, Postal and Warehousing",1194.8
2022,South Australia,Male,Information Media and Telecommunications,0
2022,South Australia,Male,Financial and Insurance Services,1685.4
2022,South Australia,Male,"Rental, Hiring and Real Estate Services",0
2022,South Australia,Male,"Professional, Scientific and Technical Services",1893
2022,South Australia,Male,Administrative and Support Services,1208.8
2022,South Australia,Male,Public Administration and Safety,1388.5
2022,South Australia,Male,Education and Training,1328.3
2022,South Australia,Male,Health Care and Social Assistance,1116.5
2022,South Australia,Male,Arts and Recreation Services,0
2022,South Australia,Male,Other Services,1159.2
2022,South Australia,Female,"Agriculture, Forestry and Fishing",805.9
2022,South Australia,Female,Mining,0
2022,South Australia,Female,Manufacturing,1000
2022,South Australia,Female,"Electricity, Gas, Water and Waste Services",0
2022,South Australia,Female,Construction,1066
2022,South Australia,Female,Wholesale Trade,1296
2022,South Australia,Female,Retail Trade,669.8
2022,South Australia,Female,Accommodation and Food Services,363
2022,South Australia,Female,"Transport, Postal and Warehousing",0
2022,South Australia,Female,Information Media and Telecommunications,0
2022,South Australia,Female,Financial and Insurance Services,1134
2022,South Australia,Female,"Rental, Hiring and Real Estate Services",0
2022,South Australia,Female,"Professional, Scientific and Technical Services",1150
2022,South Australia,Female,Administrative and Support Services,788.5
2022,South Australia,Female,Public Administration and Safety,1399.9
2022,South Australia,Female,Education and Training,1138.5
2022,South Australia,Female,Health Care and Social Assistance,1000
2022,South Australia,Female,Arts and Recreation Services,0
2022,South Australia,Female,Other Services,992.3
2022,Western Australia,Male,"Agriculture, Forestry and Fishing",0
2022,Western Australia,Male,Mining,2635.9
2022,Western Australia,Male,Manufacturing,1688.8
2022,Western Australia,Male,"Electricity, Gas, Water and Waste Services",1989.7
2022,Western Australia,Male,Construction,1473
2022,Western Australia,Male,Wholesale Trade,1316.1
2022,Western Australia,Male,Retail Trade,1000
2022,Western Australia,Male,Accommodation and Food Services,700
2022,Western Australia,Male,"Transport, Postal and Warehousing",1707.2
2022,Western Australia,Male,Information Media and Telecommunications,0
2022,Western Australia,Male,Financial and Insurance Services,1958.1
2022,Western Australia,Male,"Rental, Hiring and Real Estate Services",1362.9
2022,Western Australia,Male,"Professional, Scientific and Technical Services",2123.1
2022,Western Australia,Male,Administrative and Support Services,1247.8
2022,Western Australia,Male,Public Administration and Safety,1765.7
2022,Western Australia,Male,Education and Training,1759.5
2022,Western Australia,Male,Health Care and Social Assistance,1300
2022,Western Australia,Male,Arts and Recreation Services,896.4
2022,Western Australia,Male,Other Services,1421.6
2022,Western Australia,Female,"Agriculture, Forestry and Fishing",0
2022,Western Australia,Female,Mining,1713.2
2022,Western Australia,Female,Manufacturing,1083.1
2022,Western Australia,Female,"Electricity, Gas, Water and Waste Services",0
2022,Western Australia,Female,Construction,1258.6
2022,Western Australia,Female,Wholesale Trade,1248.3
2022,Western Australia,Female,Retail Trade,757.5
2022,Western Australia,Female,Accommodation and Food Services,479.1
2022,Western Australia,Female,"Transport, Postal and Warehousing",1065
2022,Western Australia,Female,Information Media and Telecommunications,0
2022,Western Australia,Female,Financial and Insurance Services,1160.3
2022,Western Australia,Female,"Rental, Hiring and Real Estate Services",1029.7
2022,Western Australia,Female,"Professional, Scientific and Technical Services",1324
2022,Western Australia,Female,Administrative and Support Services,1014.4
2022,Western Australia,Female,Public Administration and Safety,1439.1
2022,Western Australia,Female,Education and Training,1094
2022,Western Australia,Female,Health Care and Social Assistance,1100
2022,Western Australia,Female,Arts and Recreation Services,1210.6
2022,Western Australia,Female,Other Services,743.4
2022,Tasmania,Male,"Agriculture, Forestry and Fishing",1107.8
2022,Tasmania,Male,Mining,1751.9
2022,Tasmania,Male,Manufacturing,1224.3
2022,Tasmania,Male,"Electricity, Gas, Water and Waste Services",0
2022,Tasmania,Male,Construction,1278
2022,Tasmania,Male,Wholesale Trade,1077.2
2022,Tasmania,Male,Retail Trade,900
2022,Tasmania,Male,Accommodation and Food Services,764.6
2022,Tasmania,Male,"Transport, Postal and Warehousing",1486.3
2022,Tasmania,Male,Information Media and Telecommunications,0
2022,Tasmania,Male,Financial and Insurance Services,0
2022,Tasmania,Male,"Rental, Hiring and Real Estate Services",0
2022,Tasmania,Male,"Professional, Scientific and Technical Services",1563
2022,Tasmania,Male,Administrative and Support Services,0
2022,Tasmania,Male,Public Administration and Safety,1500
2022,Tasmania,Male,Education and Training,1304.9
2022,Tasmania,Male,Health Care and Social Assistance,1250
2022,Tasmania,Male,Arts and Recreation Services,0
2022,Tasmania,Male,Other Services,899
2022,Tasmania,Female,"Agriculture, Forestry and Fishing",0
2022,Tasmania,Female,Mining,0
2022,Tasmania,Female,Manufacturing,724.1
2022,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
2022,Tasmania,Female,Construction,0
2022,Tasmania,Female,Wholesale Trade,0
2022,Tasmania,Female,Retail Trade,602.9
2022,Tasmania,Female,Accommodation and Food Services,566.7
2022,Tasmania,Female,"Transport, Postal and Warehousing",0
2022,Tasmania,Female,Information Media and Telecommunications,0
2022,Tasmania,Female,Financial and Insurance Services,1245.7
2022,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
2022,Tasmania,Female,"Professional, Scientific and Technical Services",1009.3
2022,Tasmania,Female,Administrative and Support Services,0
2022,Tasmania,Female,Public Administration and Safety,1373.7
2022,Tasmania,Female,Education and Training,1199.1
2022,Tasmania,Female,Health Care and Social Assistance,1000
2022,Tasmania,Female,Arts and Recreation Services,0
2022,Tasmania,Female,Other Services,662.9
2022,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
2022,Northern Territory,Male,Mining,3054.6
2022,Northern Territory,Male,Manufacturing,1328.9
2022,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",0
2022,Northern Territory,Male,Construction,1794.5
2022,Northern Territory,Male,Wholesale Trade,0
2022,Northern Territory,Male,Retail Trade,907.8
2022,Northern Territory,Male,Accommodation and Food Services,1150.9
2022,Northern Territory,Male,"Transport, Postal and Warehousing",1579.6
2022,Northern Territory,Male,Information Media and Telecommunications,0
2022,Northern Territory,Male,Financial and Insurance Services,0
2022,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
2022,Northern Territory,Male,"Professional, Scientific and Technical Services",1499.1
2022,Northern Territory,Male,Administrative and Support Services,0
2022,Northern Territory,Male,Public Administration and Safety,1969
2022,Northern Territory,Male,Education and Training,1760.4
2022,Northern Territory,Male,Health Care and Social Assistance,1516.5
2022,Northern Territory,Male,Arts and Recreation Services,0
2022,Northern Territory,Male,Other Services,1500
2022,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
2022,Northern Territory,Female,Mining,0
2022,Northern Territory,Female,Manufacturing,0
2022,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
2022,Northern Territory,Female,Construction,0
2022,Northern Territory,Female,Wholesale Trade,0
2022,Northern Territory,Female,Retail Trade,821.1
2022,Northern Territory,Female,Accommodation and Food Services,839.6
2022,Northern Territory,Female,"Transport, Postal and Warehousing",0
2022,Northern Territory,Female,Information Media and Telecommunications,0
2022,Northern Territory,Female,Financial and Insurance Services,0
2022,Northern Territory,Female,"Rental, Hiring and Real Estate Services",0
2022,Northern Territory,Female,"Professional, Scientific and Technical Services",1526.6
2022,Northern Territory,Female,Administrative and Support Services,1072.5
2022,Northern Territory,Female,Public Administration and Safety,1871.9
2022,Northern Territory,Female,Education and Training,1250
2022,Northern Territory,Female,Health Care and Social Assistance,1240.3
2022,Northern Territory,Female,Arts and Recreation Services,0
2022,Northern Territory,Female,Other Services,0
2022,Australian Capital Territory,Male,"Agriculture, Forestry and Fishing",0
2022,Australian Capital Territory,Male,Mining,0
2022,Australian Capital Territory,Male,Manufacturing,0
2022,Australian Capital Territory,Male,"Electricity, Gas, Water and Waste Services",0
2022,Australian Capital Territory,Male,Construction,1511.2
2022,Australian Capital Territory,Male,Wholesale Trade,0
2022,Australian Capital Territory,Male,Retail Trade,805.4
2022,Australian Capital Territory,Male,Accommodation and Food Services,328.8
2022,Australian Capital Territory,Male,"Transport, Postal and Warehousing",0
2022,Australian Capital Territory,Male,Information Media and Telecommunications,0
2022,Australian Capital Territory,Male,Financial and Insurance Services,0
2022,Australian Capital Territory,Male,"Rental, Hiring and Real Estate Services",0
2022,Australian Capital Territory,Male,"Professional, Scientific and Technical Services",2500
2022,Australian Capital Territory,Male,Administrative and Support Services,0
2022,Australian Capital Territory,Male,Public Administration and Safety,1943.2
2022,Australian Capital Territory,Male,Education and Training,1939.2
2022,Australian Capital Territory,Male,Health Care and Social Assistance,1993.4
2022,Australian Capital Territory,Male,Arts and Recreation Services,0
2022,Australian Capital Territory,Male,Other Services,1209.3
2022,Australian Capital Territory,Female,"Agriculture, Forestry and Fishing",0
2022,Australian Capital Territory,Female,Mining,0
2022,Australian Capital Territory,Female,Manufacturing,0
2022,Australian Capital Territory,Female,"Electricity, Gas, Water and Waste Services",0
2022,Australian Capital Territory,Female,Construction,0
2022,Australian Capital Territory,Female,Wholesale Trade,0
2022,Australian Capital Territory,Female,Retail Trade,792.4
2022,Australian Capital Territory,Female,Accommodation and Food Services,833.2
2022,Australian Capital Territory,Female,"Transport, Postal and Warehousing",0
2022,Australian Capital Territory,Female,Information Media and Telecommunications,0
2022,Australian Capital Territory,Female,Financial and Insurance Services,0
2022,Australian Capital Territory,Female,"Rental, Hiring and Real Estate Services",0
2022,Australian Capital Territory,Female,"Professional, Scientific and Technical Services",1435.8
2022,Australian Capital Territory,Female,Administrative and Support Services,0
2022,Australian Capital Territory,Female,Public Administration and Safety,1733.6
2022,Australian Capital Territory,Female,Education and Training,1250
2022,Australian Capital Territory,Female,Health Care and Social Assistance,1098
2022,Australian Capital Territory,Female,Arts and Recreation Services,0
2022,Australian Capital Territory,Female,Other Services,0
2022,Total,Male,"Agriculture, Forestry and Fishing",1200
2022,Total,Male,Mining,2622.5
2022,Total,Male,Manufacturing,1400
2022,Total,Male,"Electricity, Gas, Water and Waste Services",1947.8
2022,Total,Male,Construction,1438
2022,Total,Male,Wholesale Trade,1381.5
2022,Total,Male,Retail Trade,961
2022,Total,Male,Accommodation and Food Services,700
2022,Total,Male,"Transport, Postal and Warehousing",1410.1
2022,Total,Male,Information Media and Telecommunications,1726
2022,Total,Male,Financial and Insurance Services,1993.7
2022,Total,Male,"Rental, Hiring and Real Estate Services",1356.8
2022,Total,Male,"Professional, Scientific and Technical Services",2020.7
2022,Total,Male,Administrative and Support Services,1237.2
2022,Total,Male,Public Administration and Safety,1750
2022,Total,Male,Education and Training,1516.2
2022,Total,Male,Health Care and Social Assistance,1400
2022,Total,Male,Arts and Recreation Services,1100
2022,Total,Male,Other Services,1324.3
2022,Total,Female,"Agriculture, Forestry and Fishing",800
2022,Total,Female,Mining,1727.8
2022,Total,Female,Manufacturing,1096.2
2022,Total,Female,"Electricity, Gas, Water and Waste Services",1424.9
2022,Total,Female,Construction,1200
2022,Total,Female,Wholesale Trade,1106
2022,Total,Female,Retail Trade,728.3
2022,Total,Female,Accommodation and Food Services,516.4
2022,Total,Female,"Transport, Postal and Warehousing",1105
2022,Total,Female,Information Media and Telecommunications,1344.9
2022,Total,Female,Financial and Insurance Services,1478
2022,Total,Female,"Rental, Hiring and Real Estate Services",1127.1
2022,Total,Female,"Professional, Scientific and Technical Services",1400
2022,Total,Female,Administrative and Support Services,1000
2022,Total,Female,Public Administration and Safety,1500
2022,Total,Female,Education and Training,1213.6
2022,Total,Female,Health Care and Social Assistance,1100
2022,Total,Female,Arts and Recreation Services,708.1
2022,Total,Female,Other Services,846.6
2023,New South Wales,Male,"Agriculture, Forestry and Fishing",1105.9
2023,New South Wales,Male,Mining,2841.3
2023,New South Wales,Male,Manufacturing,1534
2023,New South Wales,Male,"Electricity, Gas, Water and Waste Services",2000
2023,New South Wales,Male,Construction,1500
2023,New South Wales,Male,Wholesale Trade,1462
2023,New South Wales,Male,Retail Trade,1062
2023,New South Wales,Male,Accommodation and Food Services,804.6
2023,New South Wales,Male,"Transport, Postal and Warehousing",1500
2023,New South Wales,Male,Information Media and Telecommunications,2301
2023,New South Wales,Male,Financial and Insurance Services,2464.8
2023,New South Wales,Male,"Rental, Hiring and Real Estate Services",1285.4
2023,New South Wales,Male,"Professional, Scientific and Technical Services",2102.4
2023,New South Wales,Male,Administrative and Support Services,1493.2
2023,New South Wales,Male,Public Administration and Safety,1712.9
2023,New South Wales,Male,Education and Training,1700
2023,New South Wales,Male,Health Care and Social Assistance,1484.5
2023,New South Wales,Male,Arts and Recreation Services,953.2
2023,New South Wales,Male,Other Services,1239.2
2023,New South Wales,Female,"Agriculture, Forestry and Fishing",0
2023,New South Wales,Female,Mining,0
2023,New South Wales,Female,Manufacturing,1316.3
2023,New South Wales,Female,"Electricity, Gas, Water and Waste Services",0
2023,New South Wales,Female,Construction,1249.9
2023,New South Wales,Female,Wholesale Trade,1123.8
2023,New South Wales,Female,Retail Trade,850
2023,New South Wales,Female,Accommodation and Food Services,638.4
2023,New South Wales,Female,"Transport, Postal and Warehousing",1342
2023,New South Wales,Female,Information Media and Telecommunications,1517.1
2023,New South Wales,Female,Financial and Insurance Services,1631.3
2023,New South Wales,Female,"Rental, Hiring and Real Estate Services",1276.2
2023,New South Wales,Female,"Professional, Scientific and Technical Services",1532.8
2023,New South Wales,Female,Administrative and Support Services,1051.6
2023,New South Wales,Female,Public Administration and Safety,1600
2023,New South Wales,Female,Education and Training,1338
2023,New South Wales,Female,Health Care and Social Assistance,1200
2023,New South Wales,Female,Arts and Recreation Services,913.6
2023,New South Wales,Female,Other Services,801.1
2023,Victoria,Male,"Agriculture, Forestry and Fishing",1128.2
2023,Victoria,Male,Mining,0
2023,Victoria,Male,Manufacturing,1476.4
2023,Victoria,Male,"Electricity, Gas, Water and Waste Services",2116
2023,Victoria,Male,Construction,1567.5
2023,Victoria,Male,Wholesale Trade,1493.2
2023,Victoria,Male,Retail Trade,1000
2023,Victoria,Male,Accommodation and Food Services,720
2023,Victoria,Male,"Transport, Postal and Warehousing",1439.9
2023,Victoria,Male,Information Media and Telecommunications,1714.2
2023,Victoria,Male,Financial and Insurance Services,2000
2023,Victoria,Male,"Rental, Hiring and Real Estate Services",1416.7
2023,Victoria,Male,"Professional, Scientific and Technical Services",1981.3
